effective_to_date,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2011-02-15,74,13,52,0,7
2011-01-10,73,18,36,1,1
2011-02-03,70,18,74,0,3
2011-02-25,110,12,16,0,1
2011-01-07,115,2,51,0,1
2011-02-26,62,34,85,0,1
2011-01-18,95,10,25,1,4
2011-01-19,117,10,0,0,1
2011-01-06,69,12,79,0,3
2011-01-07,68,8,82,5,6
2011-02-08,132,28,25,0,2
2011-02-05,119,5,69,0,7
2011-01-08,104,25,64,0,7
2011-01-25,89,35,22,0,2
2011-01-31,103,2,91,0,2
2011-02-27,71,4,41,0,1
2011-02-13,65,31,52,0,1
2011-01-16,117,1,76,0,1
2011-01-18,137,2,40,0,5
2011-01-14,109,10,59,0,2
2011-01-30,63,11,5,0,1
2011-01-15,113,10,15,0,2
2011-01-11,80,23,78,0,3
2011-02-09,135,9,6,0,9
2011-01-29,92,33,41,1,1
2011-01-20,117,18,84,4,8
2011-01-06,65,27,16,0,3
2011-01-20,78,10,63,0,1
2011-02-28,62,26,42,0,1
2011-02-04,139,5,29,0,1
2011-01-26,67,14,32,5,3
2011-01-05,116,7,55,0,9
2011-02-15,139,12,10,0,3
2011-01-25,106,19,8,0,1
2011-01-23,63,16,5,0,5
2011-02-04,192,1,27,0,1
2011-02-11,240,1,23,0,2
2011-01-31,194,25,49,0,3
2011-01-09,70,2,80,0,2
2011-01-14,105,3,56,0,2
2011-02-13,117,8,64,0,1
2011-02-03,133,0,35,0,3
2011-02-28,88,27,54,0,3
2011-01-03,64,24,73,0,2
2011-02-02,124,13,1,0,2
2011-02-04,77,10,36,1,2
2011-01-22,116,10,99,0,3
2011-01-21,114,23,54,0,9
2011-02-28,117,15,68,0,2
2011-01-17,91,25,15,0,6
2011-01-18,113,26,13,1,8
2011-02-28,67,21,28,0,1
2011-01-31,100,30,59,0,7
2011-01-17,74,0,83,0,7
2011-01-28,99,12,28,0,1
2011-02-25,73,23,59,0,1
2011-02-22,68,10,93,0,4
2011-02-10,90,32,43,0,2
2011-02-12,65,23,27,0,1
2011-01-11,72,25,32,0,4
2011-02-12,70,15,29,4,3
2011-01-22,67,7,4,0,2
2011-01-31,61,8,99,2,3
2011-01-31,63,13,49,0,7
2011-02-04,63,6,41,0,1
2011-01-17,64,2,56,0,3
2011-02-26,62,15,69,0,1
2011-02-20,98,29,37,0,1
2011-01-18,102,6,74,3,9
2011-02-05,61,33,2,0,8
2011-02-05,192,35,34,0,2
2011-02-10,104,20,25,0,2
2011-02-09,89,12,73,4,1
2011-01-15,77,10,71,0,1
2011-01-14,105,3,56,0,2
2011-01-08,71,11,68,0,1
2011-02-01,129,2,69,0,2
2011-01-17,72,13,34,0,1
2011-02-18,137,18,28,4,3
2011-01-09,95,7,15,0,5
2011-01-09,67,14,82,0,8
2011-02-13,118,27,9,0,2
2011-01-05,80,27,0,0,1
2011-02-09,112,1,45,0,2
2011-02-24,87,12,12,1,2
2011-02-12,65,6,50,0,2
2011-01-01,88,14,22,3,1
2011-01-22,63,21,27,0,4
2011-02-22,66,32,30,0,7
2011-02-19,105,1,37,0,4
2011-01-07,115,22,15,1,2
2011-02-11,198,29,96,5,1
2011-01-01,73,28,69,0,2
2011-01-04,126,16,69,0,8
2011-02-25,69,9,68,0,1
2011-01-15,63,21,12,0,1
2011-01-07,116,18,86,0,1
2011-01-30,73,10,51,0,1
2011-01-29,110,6,62,0,1
2011-01-13,103,24,57,1,1
2011-02-02,229,32,62,0,5
2011-02-14,139,3,51,0,1
2011-02-28,134,3,89,0,5
2011-02-01,73,34,66,0,4
2011-01-29,65,22,24,0,1
2011-01-25,96,28,90,5,5
2011-01-28,63,29,51,0,9
2011-01-17,61,0,62,0,1
2011-02-04,82,14,56,3,1
2011-02-20,73,27,84,0,3
2011-02-17,87,8,96,0,3
2011-01-17,74,31,12,0,1
2011-02-07,82,15,64,0,1
2011-02-05,62,19,3,2,2
2011-02-01,64,21,47,0,9
2011-02-28,74,11,50,0,1
2011-02-04,127,34,34,1,1
2011-01-15,61,23,31,0,3
2011-01-13,83,8,75,0,1
2011-01-21,66,15,66,0,8
2011-02-23,122,15,47,0,9
2011-01-29,91,3,62,2,1
2011-01-07,123,11,2,0,6
2011-02-23,61,6,20,1,9
2011-02-23,80,0,45,0,1
2011-02-09,72,29,8,1,9
2011-01-18,103,30,92,0,1
2011-02-01,116,23,21,0,2
2011-02-08,96,15,29,0,1
2011-02-19,101,1,83,4,1
2011-02-05,115,2,75,0,2
2011-02-15,69,12,89,0,1
2011-01-07,106,34,36,1,2
2011-01-02,106,6,5,0,1
2011-01-13,117,11,63,0,5
2011-01-12,185,26,79,0,2
2011-01-19,68,9,37,0,2
2011-01-15,113,10,15,0,2
2011-02-11,70,6,62,1,2
2011-02-21,68,3,36,0,9
2011-01-10,110,23,25,1,8
2011-01-16,69,13,90,0,3
2011-01-21,104,11,18,0,1
2011-02-08,77,20,6,0,4
2011-02-19,69,18,71,2,2
2011-02-25,88,29,19,0,1
2011-02-09,61,1,47,0,6
2011-01-12,68,25,36,0,1
2011-02-14,74,22,94,3,2
2011-02-09,110,12,45,1,1
2011-02-25,68,19,48,0,2
2011-02-09,66,24,66,0,5
2011-01-06,99,28,93,0,6
2011-01-03,79,10,71,0,1
2011-01-28,99,12,28,0,1
2011-02-21,73,17,44,0,7
2011-02-02,122,23,38,0,2
2011-01-07,96,6,8,0,1
2011-01-28,71,8,71,0,2
2011-01-07,73,16,15,2,1
2011-02-08,189,24,93,0,6
2011-01-28,68,0,93,3,5
2011-01-27,70,29,60,0,1
2011-01-25,64,24,99,0,2
2011-01-26,104,7,27,0,3
2011-02-27,101,12,38,0,1
2011-02-27,88,7,3,0,2
2011-01-14,180,24,9,2,1
2011-02-01,69,7,90,0,1
2011-01-15,100,20,48,0,6
2011-01-03,72,23,7,0,3
2011-02-02,84,35,42,0,2
2011-01-24,121,28,99,0,3
2011-02-03,113,12,59,0,7
2011-02-01,69,30,33,0,7
2011-02-20,74,15,25,0,5
2011-01-31,136,20,98,3,6
2011-01-13,125,5,49,3,2
2011-02-23,64,11,56,0,1
2011-01-05,61,12,77,0,2
2011-01-20,62,0,59,0,2
2011-01-23,103,6,20,0,1
2011-02-12,65,23,27,0,1
2011-01-15,92,8,86,0,9
2011-01-23,97,33,20,0,7
2011-01-15,136,2,23,0,2
2011-02-25,65,27,37,2,1
2011-01-19,109,23,31,0,6
2011-02-28,70,4,8,0,5
2011-02-13,114,15,89,0,1
2011-01-29,112,13,33,0,1
2011-01-11,103,22,6,0,8
2011-02-05,71,25,29,0,3
2011-02-12,87,25,50,0,1
2011-02-28,89,4,86,0,7
2011-01-27,66,4,6,2,2
2011-01-26,110,20,24,0,6
2011-02-25,140,15,87,0,1
2011-02-15,69,11,47,0,2
2011-02-26,62,1,9,5,2
2011-02-16,74,13,42,1,1
2011-02-26,126,20,32,0,2
2011-01-17,96,8,82,0,2
2011-01-20,70,3,35,0,5
2011-01-09,70,5,22,1,3
2011-02-09,112,35,49,0,1
2011-01-10,64,21,32,0,1
2011-01-27,63,23,40,0,8
2011-01-27,79,11,33,1,2
2011-02-17,107,29,29,0,9
2011-01-28,112,16,12,0,1
2011-02-26,84,4,52,1,4
2011-01-14,64,10,94,0,8
2011-02-06,63,25,96,0,8
2011-01-29,72,24,86,0,3
2011-01-15,69,26,3,0,3
2011-01-06,95,3,54,0,1
2011-02-05,74,6,60,0,1
2011-01-25,67,20,14,0,2
2011-01-04,97,31,43,0,7
2011-02-20,103,25,75,0,7
2011-02-20,95,12,17,1,6
2011-01-26,96,3,99,1,1
2011-01-02,65,8,23,0,1
2011-02-06,132,5,88,3,1
2011-01-21,72,1,51,0,1
2011-01-02,64,17,5,0,3
2011-02-18,112,19,71,0,8
2011-01-15,237,1,29,0,5
2011-01-16,100,17,52,0,2
2011-01-18,114,15,13,0,1
2011-01-01,64,16,86,0,2
2011-01-09,61,11,92,0,8
2011-02-01,194,16,29,0,2
2011-01-22,131,5,2,0,1
2011-01-29,67,14,36,1,2
2011-02-11,63,1,56,0,1
2011-02-04,89,21,13,0,2
2011-02-08,69,7,68,0,1
2011-02-14,83,13,62,0,9
2011-02-10,103,29,15,0,6
2011-01-03,70,1,76,4,1
2011-02-01,97,1,66,0,2
2011-01-06,151,5,72,0,5
2011-02-21,93,30,58,0,1
2011-01-18,104,2,14,0,9
2011-01-29,96,21,2,0,4
2011-01-16,85,11,31,0,2
2011-01-17,63,30,34,0,2
2011-01-13,93,2,70,0,9
2011-02-18,83,22,6,0,1
2011-01-10,61,13,60,0,1
2011-02-03,65,14,84,1,3
2011-01-03,69,6,12,0,1
2011-01-27,64,1,53,0,1
2011-01-22,89,0,12,0,5
2011-01-12,65,23,2,0,1
2011-02-28,77,5,10,0,1
2011-01-03,69,4,65,0,1
2011-02-10,69,9,72,5,3
2011-02-26,73,22,13,0,4
2011-02-11,116,19,99,0,1
2011-02-27,71,1,87,0,8
2011-02-28,61,6,48,0,2
2011-01-02,119,2,80,1,2
2011-01-04,139,17,41,0,3
2011-02-25,89,11,84,0,1
2011-01-09,69,12,51,0,1
2011-01-03,61,13,37,0,2
2011-01-20,83,30,72,0,7
2011-02-09,108,9,78,0,2
2011-01-29,63,8,83,0,1
2011-02-18,105,35,46,0,9
2011-01-11,73,28,8,0,3
2011-02-08,88,22,64,0,1
2011-01-18,180,4,45,0,6
2011-01-31,78,4,26,1,5
2011-01-24,104,23,64,0,2
2011-02-05,72,6,55,0,7
2011-01-20,66,7,96,0,2
2011-01-27,72,27,60,0,1
2011-01-06,76,10,95,0,1
2011-01-28,104,1,0,0,1
2011-01-30,67,7,75,0,5
2011-02-25,109,25,31,0,1
2011-01-01,76,4,16,0,4
2011-02-05,68,16,61,0,1
2011-02-04,132,17,34,0,3
2011-01-15,66,0,44,0,2
2011-02-01,64,27,71,1,1
2011-01-23,70,31,39,1,1
2011-01-23,123,1,95,0,4
2011-02-12,71,4,64,4,2
2011-01-13,117,0,42,0,1
2011-01-31,97,31,34,2,9
2011-01-16,64,0,8,1,1
2011-02-08,71,13,97,1,4
2011-01-30,83,29,46,0,1
2011-01-10,108,33,90,0,9
2011-02-20,69,13,15,0,1
2011-02-05,84,14,63,0,4
2011-01-19,115,8,44,0,3
2011-02-22,67,15,85,0,1
2011-01-17,61,33,34,0,1
2011-01-11,187,14,22,1,1
2011-02-28,89,24,35,4,1
2011-01-07,69,1,25,0,4
2011-02-09,86,29,45,0,2
2011-02-16,95,14,15,1,1
2011-02-26,94,14,38,1,1
2011-02-23,126,34,48,0,1
2011-02-12,103,14,19,0,2
2011-02-23,234,11,26,0,7
2011-02-12,69,17,32,0,2
2011-02-08,114,12,84,0,2
2011-02-01,89,20,19,0,4
2011-01-28,82,30,41,1,3
2011-01-28,72,13,20,0,8
2011-01-04,128,33,14,0,1
2011-01-11,62,1,99,0,5
2011-02-16,112,31,21,0,1
2011-01-29,103,16,97,0,1
2011-01-20,139,24,11,0,5
2011-01-27,63,23,88,0,3
2011-01-10,73,3,81,1,7
2011-01-22,68,10,55,0,2
2011-01-05,82,20,74,1,3
2011-01-09,91,2,91,1,9
2011-01-13,108,22,34,5,7
2011-01-13,114,16,6,0,1
2011-02-08,89,21,4,1,3
2011-02-10,118,0,1,0,1
2011-02-18,118,2,48,0,1
2011-01-30,171,27,33,2,2
2011-02-15,69,12,89,0,1
2011-01-23,117,1,76,0,5
2011-02-02,66,7,79,1,2
2011-02-01,65,2,37,0,4
2011-01-26,94,33,38,0,1
2011-01-25,74,23,87,1,1
2011-02-11,76,10,49,0,2
2011-02-02,207,13,68,0,6
2011-02-09,70,19,27,0,1
2011-01-10,81,4,21,0,1
2011-01-05,61,7,38,0,1
2011-01-23,96,11,16,0,2
2011-02-19,122,22,14,2,9
2011-01-18,64,0,99,0,9
2011-01-21,62,18,34,0,3
2011-01-21,74,15,78,0,1
2011-02-09,97,21,81,0,1
2011-01-10,122,33,2,4,1
2011-02-01,70,10,20,0,1
2011-01-08,107,22,96,0,4
2011-01-13,80,15,13,0,7
2011-01-06,105,33,7,0,3
2011-01-22,106,7,72,1,3
2011-02-17,62,31,45,1,2
2011-01-06,73,12,1,0,1
2011-01-16,76,21,32,0,5
2011-01-18,63,16,40,0,9
2011-02-08,194,34,6,0,3
2011-01-09,70,3,64,0,7
2011-02-24,115,1,73,0,1
2011-02-08,72,31,40,0,2
2011-02-18,74,17,15,0,8
2011-02-09,72,31,97,0,1
2011-02-27,112,1,28,1,1
2011-02-07,70,11,14,0,9
2011-01-23,66,8,82,0,4
2011-02-28,104,20,79,0,8
2011-01-18,67,3,38,2,9
2011-01-17,87,25,62,0,1
2011-01-29,99,15,79,0,5
2011-02-13,188,5,67,0,1
2011-01-08,63,9,41,0,9
2011-01-30,76,28,55,5,3
2011-02-24,84,25,2,0,8
2011-01-20,73,16,77,0,9
2011-02-03,63,3,63,0,2
2011-02-23,80,11,32,0,1
2011-01-28,71,11,77,0,1
2011-02-11,67,13,53,0,4
2011-01-15,90,1,69,0,1
2011-02-19,79,20,86,0,7
2011-02-12,109,27,24,0,1
2011-01-12,63,2,82,2,8
2011-02-09,66,28,28,3,2
2011-02-19,63,13,84,0,1
2011-01-12,69,20,38,0,2
2011-01-19,137,18,46,0,2
2011-01-11,62,4,49,1,1
2011-02-11,125,8,55,0,1
2011-01-14,93,30,86,0,1
2011-02-20,71,3,47,5,4
2011-02-08,74,8,9,4,2
2011-01-16,115,10,40,2,2
2011-01-16,129,8,69,0,9
2011-02-04,105,14,25,0,1
2011-01-07,63,31,2,0,2
2011-01-23,89,4,24,0,4
2011-02-13,214,8,89,1,2
2011-01-04,190,7,14,0,5
2011-02-10,72,21,24,0,3
2011-01-14,108,12,37,0,2
2011-01-27,139,26,79,0,1
2011-02-06,201,11,63,0,2
2011-02-02,81,5,95,0,2
2011-01-15,135,23,50,0,1
2011-01-12,67,3,0,0,6
2011-02-11,97,1,4,0,3
2011-02-22,66,16,35,4,1
2011-01-21,68,14,85,0,6
2011-02-18,161,19,71,0,9
2011-02-23,69,31,61,2,6
2011-01-12,69,21,39,0,1
2011-02-24,111,3,92,0,9
2011-01-15,69,7,90,0,8
2011-01-31,70,24,10,0,1
2011-02-28,99,9,25,0,2
2011-02-16,70,21,44,0,9
2011-01-06,108,30,66,0,9
2011-02-03,100,1,55,0,1
2011-02-14,61,24,79,1,1
2011-01-26,112,6,90,0,1
2011-01-04,64,14,39,0,1
2011-02-14,218,17,2,0,3
2011-01-31,70,24,10,0,1
2011-02-04,71,2,94,1,1
2011-02-20,114,0,75,0,1
2011-02-16,190,31,90,0,9
2011-02-12,79,14,22,0,2
2011-01-11,62,1,99,0,5
2011-01-21,66,15,66,0,8
2011-02-15,123,35,38,1,3
2011-02-11,84,23,37,1,1
2011-01-17,73,25,56,0,2
2011-01-14,63,7,3,0,1
2011-02-12,62,0,16,0,2
2011-01-22,72,0,97,0,2
2011-01-23,106,12,54,1,2
2011-02-20,239,19,59,0,7
2011-01-27,65,9,69,0,2
2011-01-24,68,12,40,4,2
2011-02-19,61,5,79,0,1
2011-01-25,129,19,61,4,1
2011-01-13,68,5,4,1,2
2011-01-23,71,30,78,0,1
2011-01-27,110,31,73,0,3
2011-02-13,181,22,79,0,8
2011-02-17,107,29,29,0,9
2011-01-23,63,32,19,0,2
2011-02-08,69,22,36,0,2
2011-02-27,61,16,37,0,3
2011-01-10,71,1,67,0,2
2011-02-18,118,26,43,0,2
2011-02-14,191,27,49,0,3
2011-01-08,68,14,63,1,1
2011-01-18,115,1,71,0,1
2011-01-01,70,20,46,2,1
2011-02-20,63,3,71,1,1
2011-01-04,115,4,48,1,7
2011-01-25,104,2,32,0,1
2011-01-18,79,20,78,0,2
2011-02-25,118,16,52,0,3
2011-01-24,65,25,53,0,1
2011-01-14,71,1,29,0,2
2011-01-16,61,5,86,0,1
2011-02-11,63,13,48,0,1
2011-02-14,112,9,13,0,3
2011-01-07,65,23,39,1,4
2011-01-24,72,11,3,0,1
2011-01-28,61,30,23,0,1
2011-01-18,95,18,35,0,1
2011-02-14,114,3,43,0,7
2011-02-02,135,8,69,0,2
2011-02-03,74,2,62,0,1
2011-01-28,133,1,58,2,2
2011-02-28,61,6,48,0,2
2011-01-26,110,22,12,0,2
2011-02-08,65,34,84,0,1
2011-02-22,275,3,64,1,1
2011-01-21,113,20,44,0,9
2011-01-28,111,19,73,1,2
2011-02-18,64,33,93,0,1
2011-01-31,74,19,22,0,2
2011-02-01,67,0,14,0,1
2011-01-26,73,18,16,1,2
2011-02-21,94,19,76,0,1
2011-02-19,67,29,39,0,2
2011-01-02,63,30,52,0,3
2011-01-29,187,1,7,0,2
2011-02-26,86,12,96,0,8
2011-01-19,76,8,44,0,3
2011-02-24,104,27,37,0,1
2011-02-25,86,17,35,0,1
2011-01-20,94,14,17,0,2
2011-01-21,69,0,65,0,4
2011-02-06,102,34,37,0,2
2011-02-13,158,0,27,4,6
2011-02-12,138,1,34,0,2
2011-02-27,68,7,37,0,8
2011-01-26,63,22,75,0,3
2011-02-27,139,5,56,0,2
2011-01-15,86,21,16,0,3
2011-01-10,114,8,14,0,2
2011-02-21,68,22,86,0,2
2011-01-16,67,4,53,0,2
2011-01-24,283,33,93,0,2
2011-02-21,71,34,14,0,2
2011-01-05,97,0,40,0,1
2011-01-08,69,4,83,1,2
2011-01-24,69,30,97,0,2
2011-01-08,82,24,21,0,2
2011-01-25,71,17,51,0,3
2011-01-12,73,4,47,0,2
2011-02-22,73,20,46,0,1
2011-01-02,66,26,40,0,3
2011-02-16,86,21,76,0,6
2011-02-10,73,5,17,0,3
2011-01-29,73,17,47,0,2
2011-01-17,73,10,93,0,2
2011-02-06,112,17,29,0,7
2011-01-27,220,30,99,0,2
2011-01-07,74,15,9,3,1
2011-01-02,73,11,19,0,1
2011-01-07,80,5,72,0,3
2011-01-04,85,19,8,0,2
2011-01-27,63,1,9,0,1
2011-02-27,83,14,22,0,1
2011-02-24,105,33,2,0,2
2011-01-09,98,13,91,0,1
2011-01-23,70,17,47,1,1
2011-01-03,66,6,3,0,6
2011-01-11,116,11,42,0,5
2011-02-23,89,34,91,0,6
2011-01-18,126,29,61,0,3
2011-02-17,209,12,62,0,2
2011-01-15,95,12,5,0,1
2011-02-23,93,9,44,0,9
2011-02-15,74,26,95,1,1
2011-01-12,96,1,79,0,2
2011-01-04,61,0,58,2,2
2011-01-01,102,16,1,0,2
2011-02-25,73,31,91,0,3
2011-02-14,139,3,51,0,1
2011-01-17,86,0,0,0,1
2011-02-09,68,18,86,1,1
2011-01-31,77,0,87,0,1
2011-02-22,64,24,87,1,2
2011-01-11,71,31,71,0,6
2011-02-25,64,22,34,3,1
2011-01-28,65,9,81,0,3
2011-01-05,115,1,34,0,1
2011-01-22,65,10,16,0,1
2011-01-06,110,7,70,0,1
2011-02-05,98,19,17,1,2
2011-02-07,191,22,38,0,1
2011-02-24,72,18,91,0,9
2011-01-31,71,4,69,1,1
2011-01-13,100,11,23,0,2
2011-02-23,95,13,15,0,9
2011-02-18,61,3,89,0,1
2011-02-21,64,11,22,0,3
2011-02-01,122,28,53,0,2
2011-01-30,118,6,34,1,1
2011-02-15,107,9,9,2,9
2011-02-05,86,24,19,0,2
2011-02-14,62,2,51,0,1
2011-01-30,73,35,52,3,5
2011-02-22,80,8,44,0,1
2011-02-13,72,14,58,0,1
2011-01-10,71,11,21,3,2
2011-02-26,128,31,58,0,1
2011-01-05,61,7,38,0,1
2011-01-06,84,12,59,0,2
2011-01-05,71,31,52,0,4
2011-01-25,177,9,81,0,1
2011-01-09,138,8,31,0,1
2011-02-19,125,17,17,0,1
2011-02-18,71,10,29,0,2
2011-01-18,66,4,30,0,5
2011-02-04,89,2,26,0,1
2011-02-18,103,25,16,1,1
2011-01-26,74,7,57,0,8
2011-01-28,109,3,61,0,1
2011-02-06,72,19,82,0,3
2011-01-08,71,8,84,3,1
2011-02-03,72,10,82,0,5
2011-02-08,111,6,47,0,3
2011-02-04,62,10,19,0,1
2011-01-30,71,2,5,0,1
2011-02-20,74,2,30,1,4
2011-01-25,61,13,79,0,7
2011-01-29,105,29,16,0,2
2011-02-14,113,6,75,0,3
2011-01-07,65,23,27,0,2
2011-02-16,74,20,27,0,7
2011-01-11,86,0,63,0,1
2011-02-05,117,5,86,1,6
2011-02-19,64,18,59,0,2
2011-02-19,87,4,4,3,1
2011-02-28,105,18,54,2,2
2011-01-04,82,24,86,0,2
2011-01-10,93,10,32,0,1
2011-01-28,62,15,7,0,2
2011-02-22,69,2,76,0,3
2011-02-03,102,27,29,0,5
2011-01-01,67,3,19,0,1
2011-01-31,63,4,55,1,3
2011-02-18,73,6,85,0,2
2011-01-24,193,5,40,0,9
2011-01-15,106,32,4,0,1
2011-01-01,71,17,15,0,2
2011-02-01,65,2,37,0,4
2011-01-23,88,4,51,0,3
2011-02-07,77,17,41,0,2
2011-01-20,118,18,66,1,2
2011-02-01,111,14,18,0,1
2011-01-31,64,1,22,0,1
2011-01-08,107,15,58,1,1
2011-01-29,166,4,49,0,4
2011-01-04,95,1,18,0,1
2011-01-11,65,11,46,0,3
2011-01-30,131,6,44,1,3
2011-02-14,92,18,75,1,5
2011-02-24,97,31,24,0,3
2011-02-15,73,4,95,0,1
2011-01-13,118,25,29,0,7
2011-01-17,111,1,50,0,3
2011-02-08,148,26,76,0,2
2011-01-31,73,3,23,0,2
2011-01-10,88,4,83,0,1
2011-01-17,70,33,9,0,1
2011-01-24,61,2,61,0,2
2011-02-18,72,9,21,0,1
2011-01-23,186,7,13,0,5
2011-02-15,127,20,92,0,1
2011-02-12,65,11,69,0,1
2011-02-22,71,23,47,0,1
2011-02-07,76,16,56,0,3
2011-02-24,69,16,42,0,2
2011-01-07,80,5,72,0,3
2011-01-17,72,15,49,0,2
2011-02-26,97,0,36,0,2
2011-02-26,74,23,0,0,8
2011-02-27,92,30,81,0,2
2011-02-11,61,28,4,4,2
2011-02-24,67,16,45,0,5
2011-02-20,80,28,21,0,1
2011-01-01,102,25,48,0,1
2011-02-24,67,0,13,0,9
2011-01-16,105,25,1,0,2
2011-02-06,137,21,82,0,1
2011-01-25,63,32,73,0,4
2011-01-24,182,10,48,1,9
2011-02-19,165,27,38,0,1
2011-02-15,94,12,3,0,2
2011-01-20,87,3,43,0,1
2011-01-04,74,8,92,0,1
2011-01-27,67,7,74,0,1
2011-01-25,69,7,73,0,4
2011-01-16,71,11,48,0,1
2011-01-13,84,18,25,1,4
2011-01-17,116,7,57,0,2
2011-01-24,88,0,93,0,2
2011-01-21,104,7,30,0,2
2011-02-14,261,33,44,0,1
2011-02-14,62,6,9,0,2
2011-01-11,137,2,70,0,8
2011-01-05,98,19,96,1,1
2011-01-17,71,30,80,0,3
2011-02-15,128,34,47,0,3
2011-01-29,121,3,55,0,1
2011-01-23,65,3,71,0,1
2011-02-15,107,30,28,0,7
2011-01-09,65,16,61,0,9
2011-02-16,101,18,39,0,2
2011-02-01,109,27,9,0,2
2011-02-15,63,12,21,0,2
2011-01-17,72,34,46,0,2
2011-02-03,130,12,15,0,1
2011-01-28,159,5,28,3,1
2011-01-12,70,18,31,2,1
2011-01-14,119,20,89,3,1
2011-01-02,170,34,24,3,1
2011-01-25,139,2,33,1,2
2011-01-10,191,19,0,0,2
2011-01-30,65,12,57,3,1
2011-02-08,73,18,45,0,5
2011-01-28,65,9,81,0,3
2011-01-02,67,35,50,2,2
2011-01-23,72,16,98,0,4
2011-02-01,74,3,68,0,1
2011-02-15,72,14,53,0,4
2011-01-13,67,7,44,0,2
2011-01-21,132,10,42,0,1
2011-01-24,74,5,73,0,2
2011-02-27,62,32,31,0,3
2011-02-10,116,12,76,1,2
2011-02-19,100,16,20,0,1
2011-02-01,70,11,74,0,1
2011-01-01,98,34,68,0,2
2011-01-20,83,25,91,4,1
2011-01-11,73,12,22,0,6
2011-02-23,117,2,41,0,1
2011-02-12,63,9,3,0,2
2011-01-14,104,6,19,0,2
2011-02-04,98,33,87,1,1
2011-02-25,72,35,21,0,7
2011-01-21,108,22,87,0,8
2011-02-25,131,5,63,1,6
2011-02-26,94,14,38,1,1
2011-02-15,66,0,58,4,1
2011-01-29,110,6,62,0,1
2011-02-25,106,7,44,0,4
2011-01-10,61,28,32,1,9
2011-02-23,76,25,4,0,3
2011-01-05,157,17,1,0,2
2011-02-25,112,25,61,0,5
2011-02-21,106,23,45,0,5
2011-02-14,126,4,59,0,2
2011-02-12,64,13,11,0,1
2011-01-05,62,11,18,4,2
2011-02-26,77,15,30,3,1
2011-02-08,62,26,57,4,9
2011-02-02,186,0,67,2,5
2011-01-16,106,13,44,0,9
2011-01-27,82,14,27,2,2
2011-02-25,97,1,40,0,2
2011-01-11,116,11,42,0,5
2011-02-19,139,19,67,0,2
2011-02-03,92,19,75,2,2
2011-01-22,132,12,2,0,6
2011-01-31,99,33,30,0,3
2011-01-31,130,20,8,0,1
2011-01-27,62,11,45,0,1
2011-01-22,100,17,21,2,4
2011-02-06,124,6,34,0,1
2011-02-21,79,19,34,0,9
2011-01-20,62,0,59,0,2
2011-02-05,187,24,92,1,2
2011-01-02,108,3,44,0,3
2011-02-09,62,11,44,0,1
2011-02-28,64,32,66,0,7
2011-01-09,72,23,13,0,8
2011-01-28,112,6,40,1,2
2011-01-24,66,7,17,1,2
2011-01-25,88,21,4,0,3
2011-01-28,95,16,1,0,1
2011-01-17,119,0,52,2,2
2011-01-05,70,22,67,3,1
2011-01-14,69,4,73,0,1
2011-01-11,65,25,73,0,3
2011-01-08,72,7,56,1,2
2011-02-02,109,27,7,1,4
2011-02-11,69,23,9,1,8
2011-02-11,118,10,16,0,2
2011-02-17,90,33,66,1,6
2011-01-22,87,0,31,1,6
2011-01-11,63,22,96,0,1
2011-01-19,100,4,22,1,2
2011-02-04,74,5,69,0,1
2011-02-15,110,3,21,1,2
2011-02-01,100,1,53,0,3
2011-01-18,167,0,11,0,5
2011-02-21,79,23,31,0,7
2011-01-22,113,32,67,0,2
2011-02-02,70,11,68,0,2
2011-01-01,69,10,12,0,7
2011-01-11,70,4,63,0,2
2011-01-10,92,33,62,2,1
2011-02-19,95,19,41,1,9
2011-02-26,72,28,65,1,2
2011-01-20,64,31,19,3,1
2011-02-28,92,3,7,0,2
2011-02-22,117,13,69,0,1
2011-02-26,118,1,70,0,1
2011-01-17,112,10,48,0,1
2011-01-24,119,9,8,0,3
2011-02-22,108,7,29,0,1
2011-01-28,67,7,1,0,7
2011-01-13,62,26,10,0,1
2011-01-15,90,9,23,0,1
2011-02-05,73,17,64,0,3
2011-02-07,95,1,69,0,2
2011-02-20,73,6,11,0,1
2011-02-13,115,11,44,0,3
2011-02-05,205,14,63,0,4
2011-01-28,114,29,82,0,2
2011-02-08,64,10,99,2,3
2011-02-28,72,24,73,0,2
2011-02-17,74,28,41,0,8
2011-01-14,125,22,80,0,9
2011-01-01,65,9,84,0,3
2011-02-11,105,15,56,0,2
2011-02-23,188,18,34,0,5
2011-02-08,84,16,72,0,1
2011-01-23,97,19,71,0,8
2011-02-12,154,13,7,0,5
2011-02-19,101,1,83,4,1
2011-01-07,67,18,90,0,2
2011-02-01,74,15,61,0,2
2011-01-18,68,35,45,0,1
2011-02-24,101,29,25,0,1
2011-01-02,94,17,24,0,2
2011-02-11,104,0,28,0,3
2011-01-19,73,2,59,0,1
2011-02-01,183,24,40,0,9
2011-02-09,238,29,90,1,4
2011-02-22,66,32,30,0,7
2011-02-28,141,25,27,0,3
2011-02-27,104,24,49,0,6
2011-01-24,64,35,59,0,1
2011-02-02,73,5,53,0,2
2011-02-21,68,30,26,0,2
2011-02-04,109,5,20,4,7
2011-02-13,115,25,14,0,2
2011-01-19,61,21,24,0,2
2011-01-02,107,15,63,0,8
